date,price,moving_avg_30
2024-02-24,51146.29,46826.815333
2024-02-25,51631.08,47216.072000
2024-02-26,52320.08,47596.303667
2024-02-27,56508.21,48085.941333
2024-02-28,59293.13,48654.440000
2024-02-29,62104.92,49308.105333
2024-03-01,61918.58,49924.381667
2024-03-02,62013.08,50561.419000
2024-03-03,62220.13,51200.430333
2024-03-04,65263.17,51939.576333
2024-03-05,66246.04,52718.830333
2024-03-06,66004.84,53494.373667
2024-03-07,66825.84,54290.722333
2024-03-08,67738.41,55106.884667
2024-03-09,68380.79,55889.927667
2024-03-11,71044.34,56700.158333
2024-03-12,71620.16,57508.733000
2024-03-13,72737.71,58328.465000
2024-03-14,72230.84,59110.804000
2024-03-15,68519.75,59741.281667
2024-03-16,68247.91,60321.610667
2024-03-17,67015.04,60818.824333
2024-03-18,67717.79,61341.102000
2024-03-19,64262.29,61761.938000
2024-03-20,63856.25,62165.093667
2024-03-21,66688.41,62650.029667
2024-03-22,64642.96,63076.931000
2024-03-23,64559.96,63513.192000
2024-03-24,65216.46,63968.553000
2024-03-25,68398.35,64545.760333
2024-03-26,70340.13,65185.555000
2024-03-27,69778.41,65790.466000
2024-03-28,70390.38,66392.809333
2024-03-29,70047.84,66844.130333
2024-03-30,69993.38,67200.805333
2024-03-31,70440.38,67478.654000
